Heart_Rate,Acceleration,SpO2,Temperature,Predicted_Sleep_Stage
95,1.22,91,36.7,Sleep Disturbance
62,0.0,99,36.1,Deep Sleep
81,0.21,96,36.5,REM
93,1.34,93,36.6,Sleep Disturbance
103,0.97,91,36.9,Sleep Disturbance
90,1.43,93,36.6,Sleep Disturbance
89,0.15,98,36.5,REM
107,0.66,96,36.4,Awake
107,0.44,96,36.4,Awake
86,0.28,98,36.1,REM
86,0.53,94,36.5,Awake
76,0.0,98,35.8,Deep Sleep
100,0.48,98,36.5,Awake
120,1.25,90,36.8,Sleep Disturbance
79,0.08,99,36.0,Light Sleep
109,0.64,94,36.5,Awake
94,0.63,95,36.6,Sleep Disturbance
98,1.28,92,36.6,Sleep Disturbance
90,0.15,95,36.3,REM
91,0.62,92,36.5,Sleep Disturbance
77,0.19,97,36.2,Light Sleep
90,0.18,97,36.1,Light Sleep
74,0.18,99,36.3,Light Sleep
67,0.05,99,36.1,Deep Sleep
107,0.49,95,36.8,Awake
81,0.05,95,36.2,Light Sleep
85,0.2,95,36.2,Light Sleep
100,0.74,91,36.5,Sleep Disturbance
96,1.2,92,36.9,Sleep Disturbance
110,1.18,92,36.9,Sleep Disturbance
81,0.12,99,36.2,REM
90,0.14,95,36.3,Light Sleep
88,0.18,95,36.3,Light Sleep
108,1.32,92,36.7,Sleep Disturbance
90,1.42,93,36.9,Sleep Disturbance
108,0.54,95,36.7,Awake
95,1.32,93,36.7,Sleep Disturbance
96,1.3,92,37.0,Sleep Disturbance
69,0.0,100,36.2,Deep Sleep
102,0.45,98,36.7,Awake
78,0.15,98,36.4,REM
114,1.05,95,36.6,Sleep Disturbance
88,0.11,97,36.0,Light Sleep
109,1.0,94,36.8,Sleep Disturbance
79,0.19,98,36.3,Light Sleep
120,0.71,93,36.6,Sleep Disturbance
67,0.02,98,36.0,Deep Sleep
62,0.05,97,36.1,Deep Sleep
120,1.48,95,36.8,Sleep Disturbance
75,0.27,98,36.3,REM
76,0.24,98,36.3,REM
61,0.01,97,36.2,Deep Sleep
95,0.7,98,36.5,Awake
77,0.21,99,36.2,REM
102,0.67,95,36.5,Awake
61,0.03,96,36.0,Deep Sleep
76,0.05,98,35.9,Deep Sleep
119,0.85,93,37.0,Sleep Disturbance
81,0.16,99,36.2,Light Sleep
92,0.67,98,36.7,Awake
90,0.58,97,36.6,Awake
87,0.13,95,36.1,REM
69,0.03,96,36.1,Deep Sleep
90,0.72,93,36.6,Sleep Disturbance
95,0.97,95,37.0,Sleep Disturbance
119,1.35,92,36.9,Sleep Disturbance
90,0.67,95,36.5,Awake
61,0.05,97,36.2,Deep Sleep
99,0.53,94,36.5,Awake
88,0.31,95,36.5,Awake
72,0.0,100,35.9,Deep Sleep
85,0.13,95,36.2,Light Sleep
74,0.0,99,36.0,Deep Sleep
78,0.04,98,35.9,Deep Sleep
74,0.11,95,36.4,Light Sleep
80,0.01,98,35.9,Deep Sleep
83,0.11,98,36.0,Light Sleep
83,0.17,97,36.2,REM
98,1.17,95,36.7,Sleep Disturbance
107,0.91,97,36.7,Awake
81,0.18,98,36.1,Light Sleep
97,0.94,95,36.6,Awake
90,0.17,96,36.4,Light Sleep
96,0.73,98,36.6,Awake
106,0.48,96,36.5,Awake
112,0.99,93,36.8,Sleep Disturbance
64,0.04,97,35.8,Deep Sleep
76,0.07,99,36.3,Light Sleep
79,0.03,97,36.1,Deep Sleep
92,0.21,98,36.2,REM
93,0.9,90,36.7,Sleep Disturbance
90,0.25,95,36.2,REM
101,1.03,94,36.6,Sleep Disturbance
94,0.18,97,36.5,REM
81,0.17,98,36.1,Light Sleep
104,0.44,97,36.7,Awake
62,0.04,100,36.2,Deep Sleep
105,0.86,97,36.4,Awake
100,0.91,95,36.8,Awake
93,0.13,97,36.2,REM
92,0.16,96,36.2,REM
77,0.02,96,35.9,Deep Sleep
91,0.27,98,36.3,REM
115,1.18,90,36.9,Sleep Disturbance
85,0.11,97,36.1,REM
86,0.47,98,36.7,Awake
94,0.95,95,36.7,Sleep Disturbance
72,0.11,98,36.1,Light Sleep
119,1.02,95,36.8,Sleep Disturbance
73,0.16,95,36.1,Light Sleep
89,0.45,97,36.6,Awake
75,0.04,97,36.0,Deep Sleep
119,0.87,94,36.6,Sleep Disturbance
91,0.18,95,36.2,REM
72,0.15,95,36.3,Light Sleep
109,0.44,95,36.8,Awake
108,1.11,91,36.8,Sleep Disturbance
103,0.96,91,36.8,Sleep Disturbance
105,0.8,95,37.0,Sleep Disturbance
101,0.69,96,36.4,Awake
112,1.0,94,36.5,Sleep Disturbance
93,0.79,98,36.6,Awake
70,0.01,100,35.8,Deep Sleep
89,0.66,98,36.8,Awake
90,0.12,98,36.3,REM
77,0.02,100,36.0,Deep Sleep
116,1.19,92,36.8,Sleep Disturbance
101,0.43,98,36.8,Awake
99,0.61,94,36.4,Awake
83,0.11,97,36.4,REM
91,0.2,99,36.4,REM
68,0.01,99,35.9,Deep Sleep
97,1.37,92,36.5,Sleep Disturbance
99,1.19,93,36.6,Sleep Disturbance
91,1.35,93,36.6,Sleep Disturbance
120,0.8,94,36.8,Sleep Disturbance
76,0.13,96,36.4,REM
94,0.23,98,36.2,REM
61,0.03,99,35.8,Deep Sleep
81,0.11,98,36.3,REM
63,0.01,97,36.1,Deep Sleep
88,0.16,97,36.1,Light Sleep
103,0.3,95,36.7,Awake
105,0.67,98,36.5,Awake
89,0.08,96,36.1,Light Sleep
102,0.32,94,36.7,Awake
98,0.48,94,36.4,Awake
91,0.74,94,36.6,Sleep Disturbance
63,0.01,97,36.2,Deep Sleep
114,1.36,92,36.6,Sleep Disturbance
80,0.1,95,36.4,Light Sleep
113,0.92,93,36.9,Sleep Disturbance
100,1.33,90,36.6,Sleep Disturbance
106,0.42,94,36.7,Awake
88,0.08,95,36.4,Light Sleep
80,0.16,96,36.2,Light Sleep
74,0.01,97,35.8,Deep Sleep
98,0.72,91,37.0,Sleep Disturbance
68,0.02,96,35.9,Deep Sleep
75,0.19,97,36.1,Light Sleep
110,0.77,92,36.7,Sleep Disturbance
61,0.03,100,35.9,Deep Sleep
65,0.03,96,36.0,Deep Sleep
110,0.67,96,36.7,Awake
88,0.16,97,36.3,Light Sleep
82,0.16,96,36.5,REM
69,0.01,99,36.0,Deep Sleep
72,0.16,97,36.1,Light Sleep
118,1.2,91,36.8,Sleep Disturbance
61,0.01,100,35.8,Deep Sleep
88,0.18,98,36.3,Light Sleep
70,0.06,96,36.2,Light Sleep
107,1.21,90,37.0,Sleep Disturbance
94,0.18,98,36.4,REM
94,0.56,97,36.5,Awake
75,0.13,97,36.3,REM
102,1.06,93,37.0,Sleep Disturbance
100,0.54,95,36.9,Sleep Disturbance
75,0.04,100,35.8,Deep Sleep
86,0.27,97,36.3,REM
109,1.34,94,36.5,Sleep Disturbance
76,0.07,98,36.0,Light Sleep
99,0.87,95,36.5,Sleep Disturbance
111,0.69,95,36.5,Sleep Disturbance
119,1.23,93,36.9,Sleep Disturbance
79,0.2,99,36.2,REM
80,0.29,96,36.5,REM
69,0.01,96,35.9,Deep Sleep
118,0.91,92,36.8,Sleep Disturbance
99,1.48,90,36.7,Sleep Disturbance
109,0.36,98,36.8,Awake
96,0.71,98,36.4,Awake
108,0.93,94,36.4,Awake
93,0.24,98,36.2,REM
66,0.05,97,36.0,Deep Sleep
104,0.53,92,36.6,Sleep Disturbance
87,0.53,95,36.4,Awake
94,0.49,96,36.6,Awake
118,0.53,90,36.8,Sleep Disturbance
95,0.83,97,36.5,Awake
76,0.18,97,36.2,REM
66,0.01,96,35.8,Deep Sleep
78,0.03,97,35.9,Deep Sleep
76,0.12,97,36.1,REM
105,0.82,97,36.6,Awake
107,0.45,95,36.5,Awake
104,0.52,94,36.8,Awake
71,0.16,98,36.3,Light Sleep
101,0.59,98,36.5,Awake
86,0.43,96,36.6,Awake
94,0.35,97,36.4,Awake
99,1.27,94,37.0,Sleep Disturbance
97,0.73,94,36.8,Awake
104,0.93,94,36.7,Sleep Disturbance
98,0.95,95,36.9,Sleep Disturbance
78,0.02,99,36.0,Deep Sleep
70,0.17,96,36.1,Light Sleep
78,0.16,97,36.1,Light Sleep
83,0.21,99,36.3,REM
77,0.05,98,36.0,Deep Sleep
108,0.86,98,36.4,Awake
91,0.19,97,36.5,REM
76,0.19,96,36.3,REM
74,0.01,99,35.8,Deep Sleep
93,0.66,97,36.6,Awake
80,0.02,100,36.1,Deep Sleep
70,0.02,99,36.2,Deep Sleep
74,0.12,95,36.2,Light Sleep
72,0.03,99,36.1,Deep Sleep
98,1.27,94,37.0,Sleep Disturbance
63,0.03,99,35.9,Deep Sleep
78,0.04,100,36.0,Deep Sleep
103,1.17,95,36.8,Sleep Disturbance
63,0.0,99,36.0,Deep Sleep
74,0.02,96,36.1,Deep Sleep
81,0.08,96,36.4,Light Sleep
74,0.17,99,36.1,Light Sleep
104,0.71,97,36.7,Awake
117,1.35,95,36.9,Sleep Disturbance
98,0.61,94,36.8,Awake
72,0.12,95,36.1,Light Sleep
72,0.09,99,36.2,Light Sleep
106,0.98,96,36.8,Awake
95,0.51,97,36.5,Awake
71,0.0,99,35.9,Deep Sleep
104,0.84,94,36.6,Awake
105,0.97,94,36.7,Awake
112,0.63,94,36.7,Sleep Disturbance
88,0.7,98,36.6,Awake
119,1.27,91,36.8,Sleep Disturbance
79,0.3,95,36.2,REM
93,0.14,99,36.3,REM
79,0.01,99,35.8,Deep Sleep
61,0.04,96,35.8,Deep Sleep
89,0.1,96,36.1,Light Sleep
84,0.1,96,36.0,Light Sleep
85,0.84,98,36.6,Awake
116,0.68,91,37.0,Sleep Disturbance
105,0.69,94,36.7,Awake
97,1.18,90,36.6,Sleep Disturbance
84,0.17,96,36.4,REM
88,0.12,97,36.2,REM
90,0.17,98,36.3,Light Sleep
110,0.56,90,36.8,Sleep Disturbance
73,0.11,98,36.1,Light Sleep
85,0.12,96,36.1,Light Sleep
96,0.86,94,36.9,Sleep Disturbance
105,1.27,92,36.7,Sleep Disturbance
88,0.13,98,36.2,Light Sleep
77,0.11,99,36.3,REM
67,0.04,97,36.0,Deep Sleep
98,1.01,95,36.6,Sleep Disturbance
68,0.05,100,36.0,Deep Sleep
84,0.09,99,36.0,Light Sleep
95,0.25,97,36.3,REM
80,0.02,99,36.1,Deep Sleep
119,1.25,92,36.6,Sleep Disturbance
86,0.5,97,36.7,Awake
60,0.03,98,35.9,Deep Sleep
99,0.96,94,36.7,Awake
81,0.13,98,36.4,Light Sleep
87,0.44,96,36.4,Awake
78,0.19,97,36.3,Light Sleep
67,0.01,97,36.1,Deep Sleep
78,0.07,96,36.3,Light Sleep
82,0.22,99,36.2,REM
72,0.04,97,35.9,Deep Sleep
88,0.2,99,36.4,REM
100,0.31,97,36.5,Awake
92,0.22,95,36.4,REM
70,0.04,99,36.1,Deep Sleep
103,1.34,93,36.5,Sleep Disturbance
62,0.03,100,36.0,Deep Sleep
100,0.86,95,36.7,Awake
70,0.1,98,36.3,Light Sleep
80,0.09,99,36.1,Light Sleep
99,1.09,93,36.9,Sleep Disturbance
69,0.05,97,36.1,Deep Sleep
105,0.87,97,36.6,Awake
73,0.01,99,36.1,Deep Sleep
107,0.41,95,36.5,Awake
102,0.6,98,36.5,Awake
80,0.14,95,36.3,Light Sleep
91,0.17,97,36.3,REM
62,0.02,100,36.0,Deep Sleep
110,0.78,98,36.4,Awake
73,0.11,98,36.1,Light Sleep
96,0.38,98,36.8,Awake
62,0.01,100,36.0,Deep Sleep
81,0.25,97,36.1,REM
75,0.13,98,36.4,Light Sleep
68,0.0,97,35.9,Deep Sleep
115,0.69,95,36.9,Sleep Disturbance
73,0.17,99,36.1,Light Sleep
89,0.11,96,36.1,Light Sleep
79,0.03,99,35.9,Deep Sleep
63,0.03,96,35.9,Deep Sleep
97,0.79,98,36.6,Awake
89,0.22,99,36.2,REM
86,0.8,98,36.7,Awake
94,0.27,98,36.3,REM
105,0.7,96,36.7,Awake
69,0.02,97,35.9,Deep Sleep
71,0.04,98,36.0,Deep Sleep
64,0.05,97,35.8,Deep Sleep
70,0.04,98,35.9,Deep Sleep
74,0.04,96,36.0,Deep Sleep
71,0.01,100,35.8,Deep Sleep
79,0.13,96,36.0,Light Sleep
99,1.44,91,36.6,Sleep Disturbance
90,0.07,96,36.4,Light Sleep
71,0.15,97,36.3,Light Sleep
85,0.17,96,36.2,REM
80,0.0,98,36.0,Deep Sleep
86,0.06,96,36.2,Light Sleep
92,0.4,94,36.4,Awake
76,0.19,98,36.3,Light Sleep
80,0.02,97,36.1,Deep Sleep
71,0.02,99,36.2,Deep Sleep
99,0.77,97,36.5,Awake
119,0.95,94,36.8,Sleep Disturbance
110,0.52,94,36.9,Sleep Disturbance
77,0.03,100,35.8,Deep Sleep
77,0.12,96,36.2,Light Sleep
79,0.03,97,36.2,Deep Sleep
75,0.03,100,36.0,Deep Sleep
109,0.88,94,36.5,Awake
85,0.18,99,36.1,Light Sleep
73,0.02,97,36.2,Deep Sleep
93,0.76,94,36.5,Awake
87,0.81,94,36.5,Awake
70,0.03,96,36.2,Deep Sleep
101,0.78,96,36.5,Awake
80,0.01,98,35.8,Deep Sleep
120,0.96,94,36.5,Sleep Disturbance
88,0.93,98,36.7,Awake
87,0.17,96,36.2,Light Sleep
92,1.18,93,36.8,Sleep Disturbance
72,0.05,96,36.3,Light Sleep
91,0.77,95,36.6,Sleep Disturbance
84,0.17,99,36.3,Light Sleep
67,0.01,99,36.1,Deep Sleep
75,0.02,98,36.2,Deep Sleep
74,0.1,98,36.3,Light Sleep
92,0.52,92,36.7,Sleep Disturbance
75,0.07,95,36.3,Light Sleep
83,0.27,98,36.5,REM
102,0.95,97,36.6,Awake
109,0.56,90,36.9,Sleep Disturbance
107,0.73,93,36.5,Sleep Disturbance
116,0.61,91,36.6,Sleep Disturbance
78,0.14,96,36.2,REM
75,0.18,96,36.4,Light Sleep
79,0.02,98,36.0,Deep Sleep
117,1.34,93,36.8,Sleep Disturbance
100,1.25,94,37.0,Sleep Disturbance
80,0.04,96,35.8,Deep Sleep
90,0.7,98,36.6,Awake
92,0.7,90,36.7,Sleep Disturbance
109,1.12,95,36.7,Sleep Disturbance
115,0.68,91,36.5,Sleep Disturbance
70,0.04,98,36.1,Deep Sleep
61,0.02,99,35.9,Deep Sleep
88,0.11,98,36.2,Light Sleep
66,0.03,96,36.1,Deep Sleep
102,0.81,95,36.4,Awake
73,0.05,95,36.2,Light Sleep
80,0.22,95,36.4,REM
87,0.17,98,36.3,REM
88,0.93,94,36.6,Awake
64,0.03,100,36.2,Deep Sleep
102,0.82,94,36.7,Awake
77,0.18,98,36.4,Light Sleep
62,0.03,98,36.0,Deep Sleep
88,0.09,95,36.2,Light Sleep
80,0.06,99,36.1,Light Sleep
91,0.16,96,36.4,REM
111,1.13,90,36.9,Sleep Disturbance
88,0.78,94,36.4,Awake
95,0.26,96,36.4,REM
66,0.01,98,36.1,Deep Sleep
84,0.1,99,36.4,Light Sleep
112,1.23,93,36.7,Sleep Disturbance
96,1.0,94,36.7,Awake
97,1.08,95,36.5,Sleep Disturbance
60,0.0,100,36.0,Deep Sleep
71,0.18,98,36.1,Light Sleep
61,0.01,98,36.0,Deep Sleep
86,0.08,99,36.4,Light Sleep
75,0.01,98,35.9,Deep Sleep
104,0.79,96,36.5,Awake
95,0.24,96,36.2,REM
77,0.03,97,35.9,Deep Sleep
87,0.18,95,36.3,REM
99,0.85,98,36.6,Awake
79,0.22,96,36.2,REM
63,0.01,97,36.1,Deep Sleep
90,0.16,99,36.2,Light Sleep
83,0.19,96,36.4,Light Sleep
88,0.11,97,36.2,REM
87,0.06,98,36.4,Light Sleep
77,0.09,97,36.3,Light Sleep
72,0.04,96,35.9,Deep Sleep
101,1.48,90,36.5,Sleep Disturbance
61,0.0,98,35.8,Deep Sleep
78,0.12,95,36.0,Light Sleep
85,0.17,96,36.2,Light Sleep
71,0.01,97,36.1,Deep Sleep
93,0.54,95,36.5,Awake
104,1.2,90,36.8,Sleep Disturbance
90,0.11,97,36.1,Light Sleep
107,0.92,98,36.6,Awake
99,0.58,93,36.7,Sleep Disturbance
119,0.54,92,36.8,Sleep Disturbance
89,0.19,96,36.0,Light Sleep
75,0.15,99,36.2,REM
84,0.12,99,36.4,REM
89,0.14,97,36.2,REM
120,1.42,95,36.9,Sleep Disturbance
62,0.01,97,36.0,Deep Sleep
95,0.24,97,36.5,REM
96,0.63,98,36.5,Awake
85,0.19,99,36.1,Light Sleep
95,0.46,98,36.6,Awake
92,0.1,98,36.5,REM
103,0.93,95,36.8,Sleep Disturbance
73,0.11,97,36.3,Light Sleep
102,1.19,91,36.5,Sleep Disturbance
75,0.04,98,35.9,Deep Sleep
85,0.34,98,36.6,Awake
68,0.0,97,36.1,Deep Sleep
104,1.37,90,36.6,Sleep Disturbance
97,0.33,96,36.6,Awake
80,0.04,100,36.1,Deep Sleep
90,0.16,97,36.1,REM
85,0.2,99,36.3,Light Sleep
61,0.02,98,35.8,Deep Sleep
75,0.0,99,36.1,Deep Sleep
78,0.23,97,36.1,REM
95,0.24,98,36.3,REM
64,0.01,96,35.8,Deep Sleep
87,0.29,96,36.2,REM
101,1.07,90,36.8,Sleep Disturbance
86,0.16,99,36.2,Light Sleep
68,0.03,100,36.1,Deep Sleep
85,0.2,98,36.3,REM
76,0.01,97,35.9,Deep Sleep
90,0.08,99,36.1,Light Sleep
88,0.08,95,36.0,Light Sleep
71,0.05,96,36.3,Light Sleep
113,1.04,94,36.5,Sleep Disturbance
86,0.07,97,36.2,Light Sleep
103,1.07,94,36.9,Sleep Disturbance
85,0.23,98,36.3,REM
85,0.14,97,36.4,Light Sleep
63,0.04,99,35.9,Deep Sleep
100,1.15,91,36.7,Sleep Disturbance
94,0.26,96,36.4,REM
74,0.13,96,36.0,Light Sleep
74,0.11,96,36.1,Light Sleep
93,0.15,98,36.4,REM
83,0.14,96,36.3,Light Sleep
70,0.04,99,36.0,Deep Sleep
97,0.45,95,36.7,Awake
64,0.01,97,36.0,Deep Sleep
76,0.14,99,36.2,Light Sleep
70,0.12,99,36.3,Light Sleep
75,0.05,99,36.1,Light Sleep
102,0.91,98,36.8,Awake
82,0.12,97,36.2,REM
70,0.02,97,35.8,Deep Sleep
77,0.09,99,36.2,Light Sleep
102,0.86,95,36.6,Awake
64,0.02,97,35.8,Deep Sleep
115,0.52,94,36.9,Sleep Disturbance
79,0.06,99,36.1,Light Sleep
86,0.11,96,36.3,Light Sleep
72,0.03,97,35.8,Deep Sleep
91,0.25,97,36.5,REM
95,0.12,99,36.3,REM
88,0.28,96,36.2,REM
70,0.07,96,36.1,Light Sleep
99,1.31,90,36.5,Sleep Disturbance
91,0.16,98,36.4,REM
81,0.07,95,36.3,Light Sleep
91,0.23,96,36.2,REM
87,0.28,97,36.4,REM
79,0.01,98,35.9,Deep Sleep
108,0.78,95,36.5,Awake
63,0.0,98,35.8,Deep Sleep
102,1.19,90,36.8,Sleep Disturbance
81,0.16,98,36.5,REM
93,1.14,90,36.7,Sleep Disturbance
98,0.95,96,36.6,Awake
68,0.01,100,36.1,Deep Sleep
78,0.02,99,36.1,Deep Sleep
79,0.04,99,36.1,Deep Sleep
67,0.03,98,36.1,Deep Sleep
78,0.2,97,36.3,REM
68,0.0,100,36.0,Deep Sleep
86,0.94,95,36.8,Awake
92,0.27,95,36.2,REM
108,0.55,97,36.4,Awake
116,1.29,90,36.9,Sleep Disturbance
102,0.6,94,36.7,Sleep Disturbance
87,0.07,99,36.3,Light Sleep
95,0.53,96,36.6,Awake
77,0.0,100,35.9,Deep Sleep
81,0.1,98,36.1,Light Sleep
61,0.04,96,36.1,Deep Sleep
106,0.34,97,36.5,Awake
111,1.02,95,36.9,Sleep Disturbance
66,0.04,97,36.2,Deep Sleep
70,0.1,96,36.2,Light Sleep
107,0.35,98,36.8,Awake
77,0.02,97,36.0,Deep Sleep
85,0.12,97,36.4,Light Sleep
74,0.03,100,36.1,Deep Sleep
98,0.59,98,36.7,Awake
63,0.0,97,36.2,Deep Sleep
80,0.05,99,36.3,Light Sleep
78,0.17,98,36.2,REM
92,0.48,97,36.5,Awake
79,0.28,97,36.3,REM
96,0.92,96,36.7,Awake
72,0.03,100,35.9,Deep Sleep
95,0.66,92,37.0,Sleep Disturbance
107,0.48,98,36.5,Awake
62,0.0,98,36.1,Deep Sleep
94,0.11,96,36.5,REM
115,1.43,95,36.9,Sleep Disturbance
92,0.89,98,36.7,Awake
101,1.09,91,36.9,Sleep Disturbance
90,0.28,95,36.4,REM
90,0.19,99,36.3,Light Sleep
116,1.37,92,36.6,Sleep Disturbance
94,1.31,91,37.0,Sleep Disturbance
106,0.74,95,36.7,Awake
88,0.28,99,36.1,REM
60,0.0,99,36.1,Deep Sleep
89,0.61,97,36.7,Awake
86,0.06,96,36.3,Light Sleep
120,1.33,92,36.7,Sleep Disturbance
71,0.03,100,35.9,Deep Sleep
89,0.06,99,36.4,Light Sleep
78,0.11,96,36.3,Light Sleep
87,0.14,96,36.3,REM
75,0.06,95,36.0,Light Sleep
113,0.83,95,36.9,Sleep Disturbance
105,1.26,91,36.9,Sleep Disturbance
96,0.85,94,36.6,Awake
87,0.12,98,36.3,REM
68,0.02,99,36.1,Deep Sleep
75,0.09,99,36.3,Light Sleep
80,0.02,96,36.0,Deep Sleep
99,0.79,90,36.9,Sleep Disturbance
70,0.17,97,36.1,Light Sleep
119,1.47,95,36.8,Sleep Disturbance
76,0.12,97,36.3,Light Sleep
80,0.12,98,36.4,REM
77,0.02,96,36.0,Deep Sleep
72,0.19,96,36.3,Light Sleep
117,1.42,94,36.8,Sleep Disturbance
112,0.52,90,36.8,Sleep Disturbance
104,0.76,95,36.6,Awake
76,0.0,97,36.0,Deep Sleep
93,0.96,95,36.7,Sleep Disturbance
108,0.76,97,36.7,Awake
96,0.81,94,36.8,Awake
107,0.94,95,36.8,Sleep Disturbance
93,0.82,98,36.5,Awake
94,0.14,99,36.2,REM
71,0.1,98,36.3,Light Sleep
74,0.04,100,36.2,Deep Sleep
90,0.59,95,36.5,Awake
72,0.07,97,36.2,Light Sleep
92,0.57,95,36.7,Awake
76,0.14,96,36.4,Light Sleep
92,1.0,97,36.8,Awake
76,0.22,96,36.4,REM
62,0.02,98,36.0,Deep Sleep
92,1.37,90,36.9,Sleep Disturbance
76,0.01,100,36.0,Deep Sleep
82,0.12,96,36.3,REM
74,0.07,98,36.1,Light Sleep
80,0.13,97,36.2,Light Sleep
87,0.28,99,36.3,REM
82,0.06,97,36.2,Light Sleep
107,0.78,94,36.6,Awake
76,0.04,97,35.9,Deep Sleep
62,0.04,96,35.9,Deep Sleep
120,1.02,90,36.9,Sleep Disturbance
85,0.15,97,36.4,REM
94,0.88,94,36.5,Awake
94,0.19,99,36.5,REM
76,0.04,99,36.0,Deep Sleep
108,1.09,93,36.9,Sleep Disturbance
90,0.96,95,36.6,Awake
85,0.28,97,36.4,REM
118,1.13,95,36.9,Sleep Disturbance
84,0.13,97,36.4,REM
116,1.1,93,36.8,Sleep Disturbance
117,0.77,92,36.5,Sleep Disturbance
91,1.13,90,36.8,Sleep Disturbance
106,1.33,93,36.6,Sleep Disturbance
83,0.08,97,36.3,Light Sleep
120,1.12,95,36.9,Sleep Disturbance
92,0.49,96,36.8,Awake
76,0.17,98,36.3,REM
110,0.99,96,36.6,Awake
82,0.11,98,36.1,Light Sleep
90,0.28,99,36.1,REM
78,0.0,99,36.1,Deep Sleep
113,0.9,95,36.7,Sleep Disturbance
96,0.95,92,36.7,Sleep Disturbance
65,0.04,100,36.2,Deep Sleep
101,1.14,94,36.6,Sleep Disturbance
60,0.01,100,35.9,Deep Sleep
98,1.45,93,36.8,Sleep Disturbance
92,0.4,96,36.5,Awake
77,0.16,99,36.3,Light Sleep
60,0.0,98,36.1,Deep Sleep
102,1.05,93,36.9,Sleep Disturbance
87,0.13,97,36.3,Light Sleep
97,0.87,98,36.7,Awake
95,0.12,98,36.4,REM
81,0.19,96,36.0,Light Sleep
97,0.88,94,36.6,Awake
99,0.74,96,36.5,Awake
75,0.24,95,36.4,REM
86,0.19,97,36.1,Light Sleep
119,1.35,90,37.0,Sleep Disturbance
80,0.18,95,36.5,REM
95,1.22,93,36.8,Sleep Disturbance
101,0.91,95,36.8,Sleep Disturbance
110,0.7,96,36.4,Awake
78,0.03,97,36.1,Deep Sleep
67,0.04,96,35.9,Deep Sleep
60,0.04,98,35.8,Deep Sleep
90,0.26,97,36.1,REM
77,0.17,95,36.3,REM
71,0.15,95,36.3,Light Sleep
83,0.15,95,36.1,Light Sleep
76,0.01,96,35.8,Deep Sleep
95,0.84,98,36.4,Awake
75,0.02,100,36.0,Deep Sleep
74,0.05,98,35.9,Deep Sleep
86,0.92,96,36.5,Awake
90,0.55,97,36.6,Awake
93,0.45,96,36.6,Awake
62,0.02,97,35.9,Deep Sleep
110,0.51,95,36.8,Awake
100,0.99,91,36.5,Sleep Disturbance
102,0.68,96,36.6,Awake
94,0.56,97,36.8,Awake
88,0.25,97,36.4,REM
73,0.09,95,36.2,Light Sleep
90,0.61,96,36.5,Awake
90,0.28,95,36.4,REM
76,0.01,98,36.0,Deep Sleep
99,0.51,92,36.8,Sleep Disturbance
91,1.27,91,36.5,Sleep Disturbance
116,1.44,93,36.6,Sleep Disturbance
112,0.92,90,36.5,Sleep Disturbance
73,0.18,97,36.3,Light Sleep
109,0.98,91,36.8,Sleep Disturbance
93,0.12,97,36.3,REM
115,0.66,90,37.0,Sleep Disturbance
93,0.17,96,36.2,REM
86,0.1,96,36.4,Light Sleep
70,0.03,99,36.0,Deep Sleep
89,0.15,99,36.3,REM
72,0.18,99,36.0,Light Sleep
95,1.18,93,36.9,Sleep Disturbance
76,0.09,95,36.0,Light Sleep
95,0.87,94,36.9,Sleep Disturbance
107,0.99,92,36.9,Sleep Disturbance
70,0.15,98,36.3,Light Sleep
77,0.12,95,36.3,Light Sleep
118,1.16,93,36.6,Sleep Disturbance
100,0.89,97,36.5,Awake
107,1.48,95,36.6,Sleep Disturbance
90,0.26,98,36.1,REM
78,0.04,96,35.8,Deep Sleep
103,1.33,91,37.0,Sleep Disturbance
80,0.09,96,36.3,Light Sleep
71,0.02,99,35.9,Deep Sleep
104,0.73,92,36.7,Sleep Disturbance
60,0.01,97,35.9,Deep Sleep
88,0.55,97,36.8,Awake
88,0.22,96,36.4,REM
104,0.54,98,36.8,Awake
119,0.78,93,36.9,Sleep Disturbance
89,0.25,98,36.3,REM
101,1.06,92,36.8,Sleep Disturbance
75,0.03,97,36.1,Deep Sleep
100,1.32,95,36.7,Sleep Disturbance
103,1.34,90,36.5,Sleep Disturbance
85,0.15,95,36.1,Light Sleep
77,0.12,96,36.1,Light Sleep
76,0.02,99,35.8,Deep Sleep
88,0.24,98,36.1,REM
94,0.36,94,36.5,Awake
67,0.03,100,35.9,Deep Sleep
108,0.97,95,36.8,Sleep Disturbance
94,1.45,90,36.8,Sleep Disturbance
83,0.08,99,36.3,Light Sleep
84,0.17,99,36.0,Light Sleep
81,0.09,97,36.2,Light Sleep
70,0.13,98,36.4,Light Sleep
92,0.2,98,36.3,REM
77,0.21,98,36.3,REM
112,1.48,90,36.9,Sleep Disturbance
77,0.18,99,36.2,Light Sleep
72,0.1,96,36.3,Light Sleep
71,0.05,96,36.1,Deep Sleep
103,0.6,93,36.9,Sleep Disturbance
114,0.55,91,36.8,Sleep Disturbance
97,0.49,98,36.8,Awake
72,0.02,99,35.9,Deep Sleep
75,0.02,99,36.1,Deep Sleep
62,0.03,99,36.2,Deep Sleep
109,0.64,92,36.6,Sleep Disturbance
90,0.24,96,36.3,REM
95,0.96,91,36.6,Sleep Disturbance
79,0.28,96,36.3,REM
84,0.17,95,36.4,Light Sleep
